ufid,size,%_treated,%_censored,%_effect_size,effect_size,link_type,snr,tx_importance,deg(y),deg(z),deg(c),n_conf(y),n_conf(yz),n_conf(z),n_conf(c),n_conf(cy),n_conf(cz),n_conf(cyz),dgp,instance,random_seed
85e5840e4eb94a6bb5ea544bb36bb946,2500,25.8245342877,0,18.5013204523,2.35244312819,poly,0.9606543684219999,0.328458738753,1,1,-1,0,21,29,0,0,0,0,45,2,650004
3e7c967e59944867bd3089b2e0a96cc6,2500,27.554713351300002,0,-0.480943294437,1.12789746698,poly,0.945531161095,0.328458738753,1,3,-1,0,21,29,0,0,0,0,45,3,867063
004f739a303d480b80f90242d6d2cb06,2500,18.3127253667,0,-0.448710754675,-0.134640414365,poly,0.988087914918,0.328458738753,1,2,-1,0,21,29,0,0,0,0,45,4,788865
97c857cb39974ec0a35250fda60ddb8b,2500,17.6923644807,0,-10.9484471208,-1.63549014412,poly,0.969113818986,0.328458738753,3,3,-1,0,21,29,0,0,0,0,45,5,731709
8679bae505eb466ba09be2124d4581b5,2500,36.0602668414,0,-4.09035471483,-0.6098298978050001,poly,0.951570321691,0.328458738753,2,2,-1,0,21,29,0,0,0,0,45,6,367359
4d0e94ef46fb41b4b87610f24e5ae3ba,2500,14.354051178699999,0,-11.4195025918,-0.6558925690349999,poly,0.9429013926809999,0.328458738753,2,1,-1,0,21,29,0,0,0,0,45,7,572540
9b063bd008914998bac0b0f7be422690,2500,15.5384472018,0,-1.7443377335699999,-0.243354635264,poly,0.959199101708,0.328458738753,1,1,-1,0,21,29,0,0,0,0,45,8,110093
3b50ca9b2e7445728f9c7175f90404a9,2500,17.0799116144,0,31.2883288767,-2.0091815258200003,poly,0.9656648293160001,0.328458738753,1,2,-1,0,21,29,0,0,0,0,45,9,572205
5b187975b1344dc8a9db8b62cf033411,2500,14.5799716665,0,19.8326000199,0.345855599843,exp,0.9579699287019999,,16,37,-1,13,2,35,0,0,0,0,46,3,55034
1369f8eeab334c28a1f0107c9299792f,2500,29.4853787073,0,9.84190973165,0.08916942197489999,log,0.970287733324,,16,37,-1,13,2,35,0,0,0,0,46,6,817375
4934472a6d2d4c0d8362aaa05f9a26e9,2500,15.5816959266,0,-1.9542950044299998,-0.021492228703099997,log,0.97749699266,,16,37,-1,13,2,35,0,0,0,0,46,7,29198
9632e6e3067d41fc91748eeb7e9c33df,2500,24.646519475700003,0,6.944029701080001,-0.146799315834,log,0.946449181294,,16,37,-1,13,2,35,0,0,0,0,46,8,198476
14e58fed1ad640fa8eeddca22e9943e7,2500,28.8763729575,0,-1.50884686071,-0.0109531172325,log,0.961189126751,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,1,387208
ef172935c38544de863631db50924521,2500,38.9026044142,0,0.52251829345,-0.0105264230376,log,0.949665490775,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,2,33972
4ce94a522da549049886431d14825406,2500,35.2380554777,0,-26.6215052882,-0.04424598504369999,log,0.9809066800849999,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,3,59641
3e8b388bc7e3455291720d6839a576b1,2500,30.628977498,0,-12.6386328548,0.160231505432,log,0.974370630888,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,4,463230
3e4eaebbff8c4fe89308d218c9675de7,2500,14.670344649,0,-1.3972672003,-0.014865401059399999,exp,0.9512403462200001,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,5,506821
2fdaf0da46df436ebc0d760cb958778a,2500,42.4762889939,0,-5.14052579613,-0.0551801432928,exp,0.9769697694439999,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,7,718621
19e5a8d41b7d4422b85032416612a939,2500,44.8184931371,0,-1.9782962611700001,-0.019872273924099997,exp,0.9506416972339999,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,8,508872
1d6f7215ea4c4815a2188c9c7bbfa6fc,2500,12.9577200153,0,2.2150654432900003,0.654380244874,exp,0.971521276569,0.261189256564,47,38,-1,12,34,4,0,0,0,0,47,9,343887
947b35d263614f5797c5db6d076b592b,2500,54.1105223706,0,0.226490068392,-3.84023249831,poly,0.8268742878190001,,1,3,-1,29,54,17,0,0,0,0,48,0,153293
be269be586a94714acff023221939ba0,2500,58.8872445623,0,0.0794914484175,6.2816181559,poly,0.8376116171950001,,2,3,-1,29,54,17,0,0,0,0,48,1,175925
7dc2e1abaeac4a2dbba7c84706f132fb,2500,50.2049362821,0,0.0783181596981,-6.1142164277,poly,0.7982588258509999,,1,3,-1,29,54,17,0,0,0,0,48,7,867217
9427073953e3485abfd3e2129242b949,2500,49.0235862303,0,-6.0888342058700005,3.9527512515800005,poly,0.839191081152,,1,2,-1,29,54,17,0,0,0,0,48,9,962037
81b78820cdb740ceb093bc05935921b6,2500,47.1641233908,0,-7.64226744209,-1.9362319782599997,poly,0.874607325837,0.238683152091,2,3,-1,46,20,34,0,0,0,0,49,1,648122
f2ab38c9355e4f8a8b150f4f2b794f3d,2500,42.322338664899995,0,0.009834339703360001,0.660378188598,poly,0.8405514632340001,0.238683152091,2,1,-1,46,20,34,0,0,0,0,49,2,434618
4182affb84574b8b852966f8d2bdb2e3,2500,51.3677298019,0,-0.0632384662434,-0.027085268845000003,poly,0.831573771258,0.238683152091,2,3,-1,46,20,34,0,0,0,0,49,3,462049
43b75dcfc0fc49beb95a111098ae11b1,2500,36.235382756599996,0,1.19391905234,-1.2654855036100001,poly,0.8621872757819999,0.238683152091,1,2,-1,46,20,34,0,0,0,0,49,4,30592
f165288158234158a26b18f9024dd0d8,2500,54.250371762,0,0.928042886152,-0.122647993414,poly,0.8375824508830001,0.238683152091,1,3,-1,46,20,34,0,0,0,0,49,5,514982
b04aa616e3de428f85276e6dc5ab2691,2500,44.0882339283,0,-8.33169668267,-0.230433587621,poly,0.8377995346989999,0.238683152091,2,2,-1,46,20,34,0,0,0,0,49,7,665180
1cfce4d40b8240be8075e1f688f4268d,2500,49.483246155100005,0,0.476897524341,0.222619651117,poly,0.8033197713920001,0.238683152091,2,2,-1,46,20,34,0,0,0,0,49,9,212150
e1c7519a4d694e518aa3ee98520e7ef8,2500,71.5437487048,0,1.32520446033,0.00834632681431,log,0.8207687479369999,,88,51,-1,49,38,13,0,0,0,0,50,6,932218
ec016e0ba41b4b0fb9e7a055af379b36,2500,58.9961209279,0,0.888554436391,-0.0137124718372,log,0.84004301788,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,0,478622
16484b2835bc458f94ea272495a9d7ab,2500,48.4439216501,0,2.21814410169,0.010413585638200001,exp,0.830357279923,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,1,941563
da02f62707f04792ab91b87f0985e5ab,2500,49.9337950197,0,-10.1179168067,0.011273872167200001,log,0.8202196618369999,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,2,775748
b3273425b648498b9eff3a3b68d0e865,2500,60.69407083,0,-4.47995191236,-0.0240588313424,exp,0.868400851807,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,3,534585
7207be57cf2f4a3b8c1656fc6fb5f8af,2500,56.5896177829,0,3.6935913377999996,0.007753601834229999,exp,0.8278367011229999,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,4,926072
43b6f91e90a343e49fad09fdc833ff1b,2500,38.2483899287,0,-10.2113597481,0.119431442059,log,0.855515637267,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,5,677577
4c83e2d4918940ccb95f1e9f66cc3657,2500,49.605014739,0,-2.93937939425,-1.8697188711500001,exp,0.864161933949,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,8,769187
b5de36bec343452b9ef9063490535d7c,2500,57.5565094763,0,-3.06136666393,-0.0225064660511,exp,0.854317131666,0.2316161559,76,64,-1,36,39,25,0,0,0,0,51,9,629549
f65e1012c3414b69a9310b33dae88ada,2500,56.427331215,0,-0.16170076124399999,6.752297811980001,poly,0.97695446299,,1,2,-1,27,23,50,0,0,0,0,52,2,989115
dd7b1a18b4f44fccb2c8894266b919fd,2500,56.0369598771,0,3.0212107309900005,2.5778940027,poly,0.9208206355040001,,1,3,-1,27,23,50,0,0,0,0,52,3,479902
ebc26af765d7467e84545994b3ed50eb,2500,48.3646048779,0,-0.922672516873,0.31327405505100003,poly,0.932555000995,0.22569202144900002,3,2,-1,27,57,16,0,0,0,0,53,0,409271
6a0ac1520bbd44e1ad337f4110ee9fd8,2500,52.3162661539,0,-4.97696692843,-0.805100354797,poly,0.945746473369,0.22569202144900002,1,3,-1,27,57,16,0,0,0,0,53,1,124022
f32c5dad43084c9f9323a715f4de783a,2500,47.081285676899995,0,-2.2395861101900003,2.0033778444799997,poly,0.9823020944609999,0.22569202144900002,1,3,-1,27,57,16,0,0,0,0,53,2,630289
d45c9b161a794fab9d13bf9ecee39d3f,2500,44.6468630472,0,0.0118392043097,-0.377226783693,poly,0.970885078879,0.22569202144900002,2,2,-1,27,57,16,0,0,0,0,53,3,497854
63743db010d64167bdd6102d0b063e9e,2500,57.420835466099994,0,3.5290585720699994,-0.8676370826450001,poly,0.973860666263,0.22569202144900002,3,2,-1,27,57,16,0,0,0,0,53,4,599449
8c05d142347d4705ae70d5cca221da94,2500,51.426683591499994,0,0.04682499544219999,-1.14910144576,poly,0.944371233983,0.22569202144900002,2,1,-1,27,57,16,0,0,0,0,53,5,129603
790e108db0754a37b694fc50c98e6797,2500,46.852428283500004,0,-0.0175730620836,-0.6009333814419999,poly,0.944759042305,0.22569202144900002,2,1,-1,27,57,16,0,0,0,0,53,7,351727
04e0bc908d87444dbebf24b619817f9e,2500,52.6658895013,0,-13.933652235899999,-0.034187514498999996,exp,0.9737514181479999,,99,50,-1,50,48,2,0,0,0,0,54,2,764513
de2dbd1556fe492584f66e54b419d2ad,2500,48.3219815054,0,-0.48591730547399997,-0.0053896816692,log,0.930897596072,,99,50,-1,50,48,2,0,0,0,0,54,7,870352
7e10368906e04086b42a1909b8a0b735,2500,42.7170148192,0,3.1222749690200002,10.9384590967,exp,0.966358388695,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,0,888464
3454da17648a44f6ac818e219f9587a7,2500,54.8795017575,0,1.7305894539200002,0.0102847485398,log,0.97089124884,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,1,548011
1ac37583c21d4fc4af08dcbda040831f,2500,62.4077652257,0,1.10644515045,0.011383273567999999,log,0.9227670583930001,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,3,817586
e3bcfa9031ae48728903b2bdddbd74d8,2500,64.4508042062,0,-3.2942401920599997,0.0242269035501,log,0.969978377708,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,5,255515
af3a593bab6048d5a2f3fbb5abd79447,2500,40.7704843017,0,-0.639984561177,-0.0123114850865,exp,0.964543844216,0.218593044391,98,55,-1,45,52,3,0,0,0,0,55,9,50165
10f26c80499347d29bfd4c1ebfb6577e,2500,14.3333311729,0,-0.29265233645399996,4.31369228785,poly,0.863697945916,,2,2,-1,15,3,82,0,0,0,0,56,0,941570
4d842d17a7db4c70928b45a86c3f533e,2500,4.99415227087,0,0.341536715153,7.428990396560001,poly,0.8813949609430001,,2,1,-1,15,3,82,0,0,0,0,56,1,150654
95990156005a4eefae23d7f166c2ba8a,2500,16.3457863433,0,-0.253797136909,-8.01464802684,poly,0.828757331715,,2,3,-1,15,3,82,0,0,0,0,56,2,864096
14a15355a540402c9f857d381aadeb14,2500,12.1154345327,0,-0.0664893097132,-3.5591024971300005,poly,0.837028708724,,2,3,-1,15,3,82,0,0,0,0,56,4,201916
0417fde7fb5c49fd83d6d3fdea790bfb,2500,27.9789152448,0,0.009836687956020001,-0.6141132707270001,poly,0.8254416512180001,,2,1,-1,15,3,82,0,0,0,0,56,5,272149
7c3c51806f65435db06269917c1f6bc9,2500,39.886402699899996,0,-0.204920415016,-3.81634691169,poly,0.8170910349330001,,2,3,-1,15,3,82,0,0,0,0,56,7,840587
c8484d1be1b243e1aab3265004257742,2500,13.721908644900001,0,-0.876716163286,1.97016782824,poly,0.832926246049,,1,3,-1,15,3,82,0,0,0,0,56,8,618862
8cd3859d1c8d47ab92d22c2b43765127,2500,18.613913449800002,0,0.128320701384,3.78528285865,poly,0.873530605712,,2,1,-1,15,3,82,0,0,0,0,56,9,507076
9fd94b52b08b489aa43f167f34f99436,2500,9.769842747510001,0,8.48969084685,-2.37057765754,poly,0.863904936639,0.33962327189499997,3,1,-1,17,2,81,0,0,0,0,57,0,645456
2207fc787b0f4b8c9c54ddf4c4565068,2500,23.6190481904,0,-23.708881981599998,0.705211000343,poly,0.848038353984,0.33962327189499997,2,2,-1,17,2,81,0,0,0,0,57,1,614441
79be4371263c47feb24276af2925abec,2500,7.21512398124,0,10.087580922799999,1.4886550305200001,poly,0.8569207886650001,0.33962327189499997,2,1,-1,17,2,81,0,0,0,0,57,2,779479
fae652e4f285421ab3f540ff09ad056f,2500,19.5490068624,0,7.052458817989999,1.14231336753,poly,0.84131971393,0.33962327189499997,1,1,-1,17,2,81,0,0,0,0,57,3,853098
6ecded73de2240fdabc5ca8c4abab102,2500,26.9985379911,0,-41.067671962,-1.3530186960799997,poly,0.8685768684340001,0.33962327189499997,1,2,-1,17,2,81,0,0,0,0,57,4,263375
3329dcc81e1a4aad8aba299fd372c502,2500,18.234895398699997,0,5.3039256059,1.32213180889,poly,0.845709500253,0.33962327189499997,3,1,-1,17,2,81,0,0,0,0,57,5,927034
1f3614d0da6d4e78b133b33ac3a7948a,2500,22.568745656,0,-0.669679304367,2.43947216753,poly,0.8150369842630001,0.33962327189499997,1,1,-1,17,2,81,0,0,0,0,57,6,888821
cf268908bcf94a94b9f6921751901880,2500,30.422806024899998,0,0.9487847517460001,-0.0328775987947,poly,0.8466274363590001,0.33962327189499997,3,2,-1,17,2,81,0,0,0,0,57,7,902641
ebacb877639a40a28b9a7bac0659142c,2500,48.0265223975,0,0.007655962384000001,-0.710607441844,poly,0.804349678626,0.33962327189499997,2,2,-1,17,2,81,0,0,0,0,57,8,895227
883f77a2a91d4a14ac58a4b19d8355a9,2500,23.064211857800004,0,-13.7513916607,-1.66126455694,poly,0.834416909686,0.33962327189499997,1,2,-1,17,2,81,0,0,0,0,57,9,172028
1473965905454e73b611b3abe56ba697,2500,19.9863317047,0,-0.530149236334,-0.013722819971100001,log,0.88270948596,,53,72,-1,28,24,48,0,0,0,0,58,1,942380
44d3495b39c7414288332fd9763a8f15,2500,22.5002307473,0,47.1066851167,0.0859925543056,log,0.8599653506180001,,53,72,-1,28,24,48,0,0,0,0,58,4,865975
143b7b76436d42618e420bb4bd3754ac,2500,10.8770304864,0,0.138610004998,0.075240238304,exp,0.859981053408,,53,72,-1,28,24,48,0,0,0,0,58,6,268656
6ef9a28cfeb24631a02d5be49386479f,2500,30.228612080999998,0,-28.9881366032,0.7814893756319999,log,0.8619429232220001,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,4,904042
ccaa02b20b5246ef9c8725b611725f51,2500,13.244147601500002,0,13.648674991300002,-0.334070520192,log,0.827869659597,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,5,329225
7288b62ab8304671a863a4d50a22e73d,2500,31.1500827337,0,-35.5398445274,0.799323488785,log,0.8428422780410001,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,6,440292
8c29acffb32c4effb52ecc0a5fb8b516,2500,41.0355361234,0,-0.772525785982,-0.00731370985414,exp,0.8524229458220001,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,8,134146
80485cb98ab54060a7a835dca5df4ea0,2500,23.291651841100002,0,0.505587957038,-0.00787710211914,log,0.8661206916769999,0.261189256564,47,78,-1,22,24,54,0,0,0,0,59,9,269952
3e067bad00d247f58267eba76a7f04ba,2500,15.6149281787,0,-1.02203678409,2.60536957556,poly,0.9738029849680001,,1,1,-1,54,30,16,0,0,0,0,60,0,247956
fffe602474134223a2124780f1c48f9f,2500,15.295431118800002,0,1.0518289360100002,0.18579336514699998,poly,0.969580899508,0.21908933281399998,1,2,-1,75,21,4,0,0,0,0,61,1,988370
6a2cf096d49e4734b29be1508354281d,2500,22.053452532399998,0,-0.0106989927373,0.229363044648,poly,0.954839926383,0.21908933281399998,2,1,-1,75,21,4,0,0,0,0,61,2,216481
62a2c45bdf664b5aa24b2519d3b09af8,2500,25.504293811300002,0,-0.0166719325544,-0.5008950378679999,poly,0.94451010296,0.21908933281399998,2,2,-1,75,21,4,0,0,0,0,61,3,352464
0a088ad1812f41baab5ee0b0aa69422c,2500,20.669307357,0,0.32795154868,-0.09764086031449999,poly,0.969094156562,0.21908933281399998,1,3,-1,75,21,4,0,0,0,0,61,4,691967
220095897d4a4308932868bb1960a716,2500,8.29973718864,0,0.007551378347199999,-2.0559197301400003,poly,0.988479597748,0.21908933281399998,3,1,-1,75,21,4,0,0,0,0,61,7,597710
6bc048ac672d41bfafba74f4ce2196ba,2500,18.2004080285,0,-10.381212008,-0.996620884068,poly,0.958655972085,0.21908933281399998,1,2,-1,75,21,4,0,0,0,0,61,8,749875
b130dbe50d5246ab8ce77f8708a4f724,2500,18.4826838331,0,4.7717371361800005,1.63219926019,poly,0.9649106970029999,0.21908933281399998,1,1,-1,75,21,4,0,0,0,0,61,9,784280
f6e0b25fa19a4cf3bc850dcd33448458,2500,12.1250684396,0,3.12745942459,0.00709491671269,exp,0.964063335881,0.22334705684099998,89,73,-1,27,61,12,0,0,0,0,63,1,430874
f8e824ff22174dba99dcccd47d695fcc,2500,15.253594438499999,0,-3.0666418466400005,-0.029177742902000002,exp,0.9443667088400001,0.22334705684099998,89,73,-1,27,61,12,0,0,0,0,63,5,818209
12ec9dc4b648476ba8cc91d77c973ceb,2500,21.7070076755,0,-4.67806214739,-0.020646272257299998,log,0.9772783278749999,0.22334705684099998,89,73,-1,27,61,12,0,0,0,0,63,6,199418
b6d2642de74440a09c3fa7b14c029481,2500,9.073301944939999,0,0.266176402634,-0.0059414061473,log,0.9184013717489999,0.22334705684099998,89,73,-1,27,61,12,0,0,0,0,63,7,807764
bfb9723242a843adade59585213480c1,2500,22.653069874499998,0,-2.34328907835,-0.012313700186600001,log,0.9864807092769999,0.22334705684099998,89,73,-1,27,61,12,0,0,0,0,63,8,234086
a438ece3131849c686b5d2bf734bf31e,5000,57.2524973609,0,-20.6979834742,-1.8141241613599999,poly,0.835626344877,,1,1,-1,2,8,0,0,0,0,0,0,0,793620
065cf7f6f9fc44d1b8829af51b37cf05,5000,58.3032880333,0,-0.0357910426329,-5.10129998617,poly,0.867426496954,,2,3,-1,2,8,0,0,0,0,0,0,1,378674
bc176f349aa24d2cbc083b7d9299e3eb,5000,55.2191641979,0,5.6768493779,-8.02049411608,poly,0.844697698597,,2,3,-1,2,8,0,0,0,0,0,0,2,665192
f430f3b94756483585616bb41a4116a5,5000,42.539007449,0,1.6100440168999999,-2.2925897985900003,poly,0.852448516548,,1,2,-1,2,8,0,0,0,0,0,0,3,704147
8e0e0670be8f4d1eacd67ee28fc816be,5000,57.3678824095,0,15.2684394819,0.535027737705,poly,0.8528533742209999,,1,3,-1,2,8,0,0,0,0,0,0,4,307553
e742ce7ccf9741ce9aa1fe6ec5ee5120,5000,51.5964730424,0,-2.08297806447,-6.50731781658,poly,0.8762805108499999,,2,1,-1,2,8,0,0,0,0,0,0,5,33209
39a4a172dcc44fe7a2c3349630aa14ef,5000,50.7909168625,0,-0.126776298192,-7.6074640767999995,poly,0.839553222132,,1,1,-1,2,8,0,0,0,0,0,0,8,847471
3894a44262d04fcc8d80329da9c2cb8a,5000,56.3596883239,0,2.82349813615,-0.614336341114,poly,0.816282500128,0.480898346963,3,3,-1,5,3,2,0,0,0,0,1,0,352230
b2744e80e70446c2a9154113d78b88c7,5000,64.0215164333,0,-4.37750767746,-1.42664188486,poly,0.848850443933,0.480898346963,3,3,-1,5,3,2,0,0,0,0,1,1,418669
e1fe6afd27e745d290a54fe253cce737,5000,45.39452643479999,0,-2.45159873024,-0.19225909381200001,poly,0.853994762415,0.480898346963,1,2,-1,5,3,2,0,0,0,0,1,2,162312
4d081f92e3c8435fbbf7281988502f5e,5000,44.8837603174,0,-50.4361592985,1.1831547688,poly,0.8266543989630001,0.480898346963,3,3,-1,5,3,2,0,0,0,0,1,3,134909
af0abeb46d2947e5b1d76976a9979074,5000,61.3829308688,0,-8.29163375372,-1.3403812927,poly,0.855998878965,0.480898346963,3,2,-1,5,3,2,0,0,0,0,1,6,801917
6f6a2c5540e849bd808e467c5edbe0ef,5000,41.994701806799995,0,0.0951588569016,0.0212140239088,poly,0.866827305197,0.480898346963,2,3,-1,5,3,2,0,0,0,0,1,7,556318
e1f2f33c7a7c465095f593b82244fe43,5000,75.6942058803,0,1.13933639535,-1.24109845988,poly,0.821575420722,0.480898346963,3,3,-1,5,3,2,0,0,0,0,1,8,709682
58cf94cff1f04683bed5592f5e347279,5000,58.141535465100006,0,-18.5489444233,-4.3316307396900005,poly,0.833654420486,0.480898346963,2,1,-1,5,3,2,0,0,0,0,1,9,595190
b0182e127eca454ea2ec4b582fd5eaf4,5000,60.42344663,0,25.870301297199997,0.252656370538,exp,0.853149699191,,9,7,-1,3,5,2,0,0,0,0,2,0,343806
0eb9719a7e5c45259e3f7142487f6685,5000,46.6566394075,0,-0.7170195659499999,-0.0115724273355,log,0.87198077213,,9,7,-1,3,5,2,0,0,0,0,2,1,286372
5c8a016b392e4674b7e9672c018a4364,5000,50.9056773809,0,-0.351402202941,-0.008143533115819999,log,0.857528769636,,9,7,-1,3,5,2,0,0,0,0,2,2,968370
bf030437b3934cc0a2d52a298f33964d,5000,60.648810955,0,77.83605527649999,-0.39359797937799995,log,0.8408591118909999,,9,7,-1,3,5,2,0,0,0,0,2,4,137110
3333771701264a0bbcfeabf443bf3f3a,5000,45.880946004399995,0,-25.888928549,-1.42081837405,exp,0.878457496352,,9,7,-1,3,5,2,0,0,0,0,2,6,624234
3db6d8e7b89d47a29ead2c00d62baa00,5000,56.707208900699996,0,4.01195015336,2.30225994161,exp,0.7946317942990001,,9,7,-1,3,5,2,0,0,0,0,2,7,671404
f3092ec098ed4408a20f46dcba303088,5000,38.8740491069,0,-2.01339341708,-0.04202949345819999,log,0.885454982067,,9,7,-1,3,5,2,0,0,0,0,2,8,650859
cb769456aeea4ec59b0edc0a32dfebcc,5000,31.9157554448,0,3.3528379360000002,0.056951484879,log,0.852590983077,,9,7,-1,3,5,2,0,0,0,0,2,9,474373
7ba121a5edf84dff8822023dab88a8a2,5000,55.5642911503,0,29.799778127600003,-0.265898672796,log,0.8688919329629999,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,0,665668
1825c912468e4e9a99dd494dfbe462b4,5000,43.851212322100004,0,-5.302196541,-0.043786733118,exp,0.8844873470819999,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,1,693964
4c0195d2f11146ed830b8fe174cc586d,5000,52.0670925204,0,-51.5883792296,-2.74354081931,exp,0.839490403586,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,2,199660
ad7aa84f11e64fd6a31ac0c153e6f5fe,5000,49.328474418,0,-11.7847728166,0.10150777132300001,log,0.823778041275,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,3,577185
8e172b5575d04dbaa781d2f8f58055e2,5000,68.7548507313,0,-9.80718924375,-0.0745943010295,exp,0.86135769881,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,4,279086
d91655a3afdc4be18d9088231adc0f42,5000,51.709439686,0,-102.088214095,1.41237096162,log,0.868336197311,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,7,459768
a2ad3451f4e2420b8340e452d312dc95,5000,51.4601746413,0,-3.4813165951099996,0.0543399041333,log,0.798382205742,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,8,287374
9791f243b68d4e4d98041b8be25c2941,5000,59.8931144371,0,1.89195594495,0.0253390040455,exp,0.8527566705140001,0.5581106265510001,7,7,-1,3,3,4,0,0,0,0,3,9,955958
fdc56c6652054394870e17f2eb158304,5000,43.0417370983,0,13.8072800754,8.28742758507,poly,0.979449065755,,3,1,-1,4,2,4,0,0,0,0,4,1,844374
df7ed7918a804acfb3e405d623c47a85,5000,46.1514356301,0,0.0193566380103,-11.019660056,poly,0.991954548209,,3,1,-1,4,2,4,0,0,0,0,4,2,759280
2612bcd65dcf46a6a72880d92f4748eb,5000,68.7325181011,0,0.0162208552932,-4.7503987567,poly,0.960840589395,,3,1,-1,4,2,4,0,0,0,0,4,3,165627
69b70b31e8eb4aabab95c025a016c29b,5000,70.2744725049,0,0.00954480488308,-8.23648081724,poly,0.93678151161,,3,3,-1,4,2,4,0,0,0,0,4,4,67327
c063f02840c04fdd8a68b7cf021ad272,5000,55.85461177689999,0,10.9297432476,-2.1694264221400004,poly,0.9317856615350001,,1,3,-1,4,2,4,0,0,0,0,4,6,332672
73facbd01801405096b7c526632f009d,5000,25.9059450187,0,0.0441535966701,-8.52685358046,poly,0.9797584939749999,,3,1,-1,4,2,4,0,0,0,0,4,7,976804
a55e89314f5c4a14927d92d75f9ab42e,5000,61.9008257215,0,0.177833298785,6.2315749618,poly,0.928313678643,,2,2,-1,4,2,4,0,0,0,0,4,9,46695
d926e5a55750403dbb92a04b62306065,5000,62.682921200200006,0,0.920420866342,1.29851119967,poly,0.964677839917,0.62133493456,3,2,-1,4,1,5,0,0,0,0,5,0,959062
3f682981d1be4490ad23af7549d19ff6,5000,61.4839625862,0,25.0794826695,0.5247794184000001,poly,0.9719492514329999,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,1,526905
c0cff6f32f5e4709a1e65f02e16b2e9f,5000,64.6407533479,0,-70.1044337561,2.33477681663,poly,0.956133184176,0.62133493456,1,3,-1,4,1,5,0,0,0,0,5,2,404161
90d5afe6fa3648bebea93cadd7e6da7d,5000,53.2098456429,0,-1.24249558024,0.665467832745,poly,0.941247812063,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,3,934650
1c02817361c5444a9ee82849c69daf58,5000,57.7055109697,0,1.3081996947,-0.783187066065,poly,0.969439470536,0.62133493456,3,3,-1,4,1,5,0,0,0,0,5,4,97273
ef558b67fdfe41a1bf72452b77f45d16,5000,57.3408032932,0,-11.002172795999998,0.866592490801,poly,0.973087902881,0.62133493456,1,1,-1,4,1,5,0,0,0,0,5,5,509052
e78816a3826d42a995a94781115e4dec,5000,69.5857749063,0,-107.03951238299999,4.53048431063,poly,0.958553085846,0.62133493456,1,1,-1,4,1,5,0,0,0,0,5,6,723601
2a9b9bcedbfb40b4aa2540e58e2488dc,5000,58.6673998014,0,11.4178304489,1.7177491876,poly,0.959394772945,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,7,949779
ba652c91d91648eeb72452cbfff2b6cc,5000,72.8859935114,0,17.6523911697,1.3288597417499999,poly,0.9797781900929999,0.62133493456,2,1,-1,4,1,5,0,0,0,0,5,8,507033
6d2772dceac6441580b57c6501170f9d,5000,59.711987890900005,0,15.849574311800001,2.9251801990400006,poly,0.967868634386,0.62133493456,3,1,-1,4,1,5,0,0,0,0,5,9,982397
9e9baef64832447aa92d4a4c8df2cdc6,5000,41.8964735231,0,-265.571637129,1.65317519034,log,0.9604147678659999,,4,8,-1,2,1,7,0,0,0,0,6,1,897479
27cbd16bb54948cdb6a4953d0bd8f398,5000,37.2949143433,0,46.084224054799996,1.00715592536,exp,0.965558403585,,4,8,-1,2,1,7,0,0,0,0,6,2,345988
5d70607b3f374865baa5562c0f29facd,5000,62.1962943022,0,-18.0663864148,-0.39270639753799996,exp,0.9481061673819999,,4,8,-1,2,1,7,0,0,0,0,6,3,314354
0c2d7d676f464277a7054fdd240d414a,5000,47.09877895020001,0,-764.9463110160001,0.9353857031910001,log,0.951555248924,,4,8,-1,2,1,7,0,0,0,0,6,4,819496
